606,686,692
447,811,548
185,634,564
537,803,418
848,663,536
817,683,405
908,730,384
281,926,203
323,492,293
716,216,431
436,320,162
300,181,797
669,978,803
326,344,185
772,516,775
522,242,370
737,422,174
118,651,981
236,390,247
490,883,205
379,801,683
956,597,723
504,659,740
268,407,338
599,714,223
736,586,187
991,203,676
128,303,928
216,278,949
220,164,282
732,746,517
457,375,670
249,745,250
158,300,701
626,353,333
494,267,544
393,779,788
767,925,825
144,455,328
750,778,751
684,550,565
682,976,419
800,502,117
457,664,484
984,599,873
852,127,538
315,642,373
531,694,811
896,712,512
858,612,112
735,948,504
547,479,854
584,246,140
763,785,828
282,517,811
740,859,172
586,626,476
887,965,317
491,725,533
635,420,642
556,778,479
146,286,187
909,806,948
151,386,667
285,846,918
382,119,339
990,413,239
940,253,718
607,453,407
398,223,853
913,138,395
166,506,286
501,962,146
690,302,286
894,148,459
843,581,597
516,987,976
753,116,107
396,925,311
542,979,799
928,126,744
468,103,789
554,573,900
528,840,371
483,189,220
470,898,230
350,909,139
281,988,476
667,215,636
185,782,154
103,704,221
512,205,971
103,276,263
861,653,896
872,412,886
516,483,141
134,558,933
202,164,904
447,141,497
396,279,763
156,274,594
114,841,386
905,713,126
279,388,625
190,786,385
721,984,334
360,520,949
162,756,838
691,489,770
742,674,995
422,275,465
473,961,924
220,309,295
788,116,744
689,207,997
654,561,186
351,758,774
361,603,392
796,890,792
177,332,661
984,156,357
179,498,621
100,881,834
872,335,965
636,945,407
264,103,787
602,963,954
154,703,567
552,715,776
909,379,368
161,659,534
555,244,611
399,754,390
681,914,784
385,636,958
484,655,524
171,398,720
118,809,624
245,348,212
325,689,249
579,911,338
872,773,566
742,674,374
689,759,261
582,179,965
726,355,265
892,837,561
353,397,858
517,660,639
524,374,979
436,152,427
880,526,497
807,509,697
877,664,928
130,554,225
759,888,277
849,160,481
224,409,861
295,360,961
833,411,648
172,598,462
541,974,876
150,360,360
839,441,165
319,268,151
946,764,654
445,255,135
156,696,687
574,343,658
534,243,407
145,188,452
495,918,278
160,447,567
730,849,691
147,362,726
651,731,395
627,397,447
841,335,910
958,819,479
184,987,203
316,554,413
455,451,517
917,327,416
658,129,598
251,109,825
910,419,383
285,942,635
448,294,483
312,595,647
721,531,504
283,887,609
267,894,760
823,633,857
323,535,677
297,257,317
326,127,593
486,994,129
780,852,987
679,656,441
471,546,155
926,793,720
794,190,966
753,700,695
696,246,254
306,966,401
465,950,423
347,309,146
109,432,347
174,612,537
735,943,402
848,766,320
817,214,935
571,982,329
661,781,636
486,850,308
917,142,988
510,349,733
175,307,618
499,386,148
187,239,565
487,780,722
179,988,695
946,824,372
742,230,747
447,946,106
755,437,949
245,591,383
426,626,998
545,357,510
223,950,709
106,387,763
917,303,580
854,862,185
561,317,772
499,998,891
201,962,538
689,296,397
643,257,791
190,150,184
492,541,478
604,100,174
694,715,785
665,403,116
785,666,162
366,427,788
310,638,836
791,805,487
649,515,533
727,758,945
867,412,604
138,306,360
602,455,980
322,766,727
326,167,281
887,707,371
688,213,797
866,202,265
291,481,539
554,964,614
748,970,379
765,735,289
411,820,276
